Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won,Is pop,Is rock,Is funk,Is country,Is hip hop,Is r&b,Is rap,Is folk
drivers license,Olivia Rodrigo,SOUR,2021-05-21,82.0,242013.0,1,1,0,0,0,0,0,0,0
Kiss Me More (feat. SZA),Doja Cat,Planet Her,2021-06-25,78.0,208666.0,1,0,0,0,0,0,0,1,0
So In Love,Tony Bennett,Love For Sale (Deluxe),2021-10-01,46.0,271333.0,1,0,0,0,0,0,0,0,0
Happier (Sour),Olivia Eldredge,Happier (Sour),2021-07-12,1.0,176195.0,1,0,0,0,0,0,0,0,0
Alive,RÜFÜS DU SOL,Alive,2021-07-13,56.0,334754.0,1,0,0,0,0,0,0,0,0
Tree Fell,Taylor Eigsti,Tree Falls,2021-05-21,22.0,91707.0,1,0,0,0,0,0,0,0,0
Making A Fire,Foo Fighters,Medicine At Midnight,2021-02-05,51.0,255106.0,1,0,1,0,0,0,0,0,0
The Alien,Dream Theater,A View From The Top Of The World,2021-10-22,42.0,571920.0,1,0,0,0,0,0,0,0,0
Medicine At Midnight,Foo Fighters,Medicine At Midnight,2021-02-05,42.0,209720.0,1,0,1,0,0,0,0,0,0
Daddy's Home,St. Vincent,Daddy's Home,2021-05-14,32.0,199613.0,1,0,0,0,0,0,0,0,0
Pick Up Your Feelings,Jazmine Sullivan,Heaux Tales,2021-01-07,57.0,229413.0,1,0,0,0,0,0,1,1,0
"Fight For You - From the Original Motion Picture ""Judas and the Black Messiah""",H.E.R.,"Fight For You (From the Original Motion Picture ""Judas and the Black Messiah"")",2021-02-04,46.0,270710.0,1,1,0,0,0,0,1,0,0
family ties (with Kendrick Lamar),Baby Keem,The Melodic Blue,2021-09-10,78.0,252262.0,1,0,0,0,0,1,0,1,0
Hurricane,Kanye West,Donda,2021-08-29,70.0,243187.0,1,0,0,0,0,0,0,1,0
Please Mr Jailer,Nancy And Beth,Nancy And Beth,2017-04-07,12.0,180386.0,1,0,0,0,0,0,0,0,0
You Should Probably Leave,Chris Stapleton,Starting Over,2020-11-13,75.0,213493.0,1,0,0,0,0,0,0,0,0
Younger Me,Brothers Osborne,Younger Me,2021-04-16,37.0,206853.0,1,0,0,0,1,0,0,0,0
Cold Wind,Elijah Nang,Lost in Japan II,2018-04-09,30.0,234285.0,1,0,0,0,0,0,0,0,0
Starting Over,Chris Stapleton,Starting Over,2020-11-13,70.0,240413.0,1,0,0,0,0,0,0,0,0
Mirror Mirror,Eliane Elias,Mirror Mirror,2021-09-10,13.0,293773.0,1,0,0,0,0,0,0,0,0
Believe For It (feat. Lauren Daigle),CeCe Winans,Believe For It (feat. Lauren Daigle),2021-09-10,50.0,338194.0,1,0,0,0,0,0,0,0,0
Old Church Basement (feat. Dante Bowe),Elevation Worship,Old Church Basement,2021-04-30,56.0,402803.0,1,0,0,0,0,0,0,0,0
EL MUNDO ES MÍO,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,62.0,165199.0,1,0,0,0,0,0,0,0,0
México Lindo y Querido,Vicente Fernández,A Mis 80's,2020-12-04,26.0,210988.0,1,0,0,0,0,0,0,0,0
CRY,Jon Batiste,WE ARE,2021-03-19,48.0,237244.0,1,0,0,0,0,0,0,0,0
Made Your Mama Cry,Nana Lourdes,Made Your Mama Cry,2021-06-30,43.0,158451.0,1,0,0,0,0,0,0,0,0
Native Son,Los Lobos,Native Sons,2021-07-30,28.0,190641.0,1,0,0,0,0,0,0,0,0
Step In,Cedric Burnside,I Be Trying,2021-06-25,46.0,155026.0,1,0,0,0,0,0,0,0,0
662,"Christone ""Kingfish"" Ingram",662,2021-07-23,43.0,197781.0,1,0,0,0,0,0,0,0,0
Kau Ka Pe'a,Kalani Pe'a,Kau Ka Pe'a,2021-04-30,20.0,203337.0,1,0,0,0,0,0,0,0,0
Mohabbat,Arooj Aftab,Vulture Prince,2021-04-23,45.0,462500.0,1,0,0,0,0,0,0,0,0
Mother Nature,Angelique Kidjo,Mother Nature,2021-06-18,25.0,179226.0,1,0,0,0,0,0,0,0,0
Crayons Are Wonderful,Falu,A Colorful World,2021-09-24,6.0,157253.0,1,0,0,0,0,0,0,0,0
"Tigress & Tweed (Music from the Motion Picture ""The United States vs. Billie Holiday"")",Andra Day,"Tigress & Tweed (Music from the Motion Picture ""The United States vs. Billie Holiday"")",2021-01-26,32.0,191482.0,1,0,0,0,0,0,1,0,0
All Or Nothing - Fed Nance Soul Treat,Fed Nance,All Or Nothing (Fed Nance Soul Treat),2022-12-09,43.0,126681.0,1,0,0,0,0,0,0,0,0
Love For Sale,Nannie Porres,Jazz Singing Essentials,2017-08-16,0.0,249440.0,1,0,0,0,0,0,0,0,0
Alicia,Nando,Por Sevillanas,1988,0.0,208992.0,1,0,0,0,0,1,0,1,0
Alone Together,Nancy LaMott,"The Jazz Singer: United Souls Collection, Vol. 6",2015-05-11,0.0,203853.0,1,0,0,0,0,0,0,0,0
FREEDOM,Jon Batiste,WE ARE,2021-03-19,55.0,178289.0,1,0,0,0,0,0,0,0,0
Summer With You - Original Mix,Nanuq,Soundz of Soul EP Vol 1,2013-04-22,0.0,268548.0,1,0,0,0,0,0,0,0,0
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,2021-09-17,78.0,137704.0,0,1,0,0,0,0,0,0,0
Happier Than Ever,Billie Eilish,Happier Than Ever,2021-07-30,82.0,298899.0,0,0,0,0,0,0,0,0,0
Right on Time,Brandi Carlile,In These Silent Days,2021-10-01,52.0,185228.0,0,0,0,0,0,0,0,0,1
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Justice,2021-03-19,80.0,198081.0,0,1,0,0,0,0,0,0,0
I Get A Kick Out Of You,Tony Bennett,Love For Sale (Deluxe),2021-10-01,49.0,213960.0,0,0,0,0,0,0,0,0,0
I Still Have Faith In You,ABBA,I Still Have Faith In You / Don't Shut Me Down,2021-09-02,55.0,310720.0,0,0,0,0,0,0,0,0,0
Donda,Kanye West,Donda,2021-08-29,48.0,128313.0,0,0,0,0,0,0,0,1,0
Back of My Mind (feat. Ty Dolla $ign),H.E.R.,Back of My Mind,2021-06-18,48.0,221133.0,0,1,0,0,0,0,1,0,0
evermore (feat. Bon Iver),Taylor Swift,evermore,2020-12-11,61.0,304106.0,0,1,0,0,0,0,0,0,0
Kiss Me One More Time,Nanna Larsen,Moonchild,2007-04-23,0.0,189506.0,0,0,0,0,0,0,0,0,0
Peaches,Nana Lourdes,Wyoming,2022-11-11,11.0,226057.0,0,0,0,0,0,0,0,0,0
Fight for you,Emce Nano,Fight for you,2022-10-09,0.0,127190.0,0,0,0,0,0,0,0,0,0
positions,Ariana Grande,Positions,2020-10-30,80.0,172324.0,0,1,0,0,0,0,0,0,0
Anyone,Justin Bieber,Loop Factory Vol 02,2023-02-23,0.0,190779.0,0,1,0,0,0,0,0,0,0
Higher Power,Coldplay,Everyday Favorites,2023-02-18,1.0,211294.0,0,1,0,0,0,0,0,0,0
Butter,BTS,Proof,2022-06-10,76.0,164952.0,0,0,0,0,0,1,0,1,0
Lonely (with benny blanco),Justin Bieber,Justice,2021-03-19,69.0,149189.0,0,1,0,0,0,0,0,0,0
All I Want For Christmas Is You,Dolly Parton,A Holly Dolly Christmas (Deluxe Edition),2020-10-02,22.0,244874.0,0,0,0,0,1,0,0,0,0
That's Life,Willie Nelson,That's Life,2021-02-26,29.0,219040.0,0,0,0,0,1,0,0,0,0
"O Come, O Come Emmanuel / O Come All Ye Faithful",Tori Kelly,A Tori Kelly Christmas,2020-10-30,26.0,190909.0,0,1,0,0,0,0,0,0,0
Hero,AFROJACK,Hero,2021-04-30,57.0,171840.0,0,1,0,0,0,0,0,0,0
Heartbreak,Bonobo,Heartbreak,2020-09-23,44.0,265017.0,0,0,0,0,0,0,0,0,0
You Can Do It,Caribou,You Can Do It,2021-08-24,34.0,228807.0,0,0,0,0,0,1,0,0,0
The Business,Tiësto,The Business,2020-09-16,78.0,164000.0,0,1,0,0,0,0,0,0,0
Before,James Blake,Before,2020-10-14,39.0,287871.0,0,1,0,0,0,0,0,1,0
Loom - Sunrise Session II,Ólafur Arnalds,Loom (Sunrise Session II),2022-04-01,48.0,226000.0,0,0,0,0,0,0,0,0,0
Judgement,Ten City,Judgement,2021-06-18,5.0,190733.0,0,0,0,0,0,0,0,0,0
Free,Sylvan Esso,Free Love,2020-09-25,29.0,156240.0,0,0,0,0,0,0,0,0,0
Shockwave,Marshmello,Shockwave,2021-06-11,63.0,181283.0,0,1,0,0,0,0,0,0,0
The Garden,Rachel Eckroth,The Garden,2021-09-03,2.0,316720.0,0,0,0,0,0,0,0,0,0
Double Dealin’,Randy Brecker,Double Dealin',2020-09-11,11.0,250413.0,0,0,0,0,0,0,0,0,0
Ohms,Deftones,all out metal,2023-02-24,0.0,250222.0,0,0,1,0,0,0,0,0,0
Nothing Compares 2 U - Live At SiriusXM/2015,Chris Cornell,Chris Cornell (Deluxe Edition),2018-11-16,56.0,303906.0,0,0,1,0,0,0,0,0,0
Know You Better - Live from Capitol Studio A,Black Pumas,Black Pumas (Expanded Deluxe Edition),2021-03-10,13.0,361009.0,0,0,0,0,0,0,0,0,0
Shot In The Dark,AC/DC,POWER UP,2020-11-13,61.0,185133.0,0,0,1,0,0,0,0,0,0
The Triumph of King Freak (A Crypt of Preservation and Superstition),Rob Zombie,The Lunar Injection Kool Aid Eclipse Conspiracy,2021-03-12,43.0,247040.0,0,0,1,0,0,0,0,0,0
Pushing the Tides,Mastodon,Hushed and Grim,2021-10-29,43.0,209932.0,0,0,0,0,0,0,0,0,0
Amazonia,Gojira,Fortitude,2021-04-30,55.0,300783.0,0,0,0,0,0,0,0,0,0
Genesis,Deftones,Ohms,2020-09-25,52.0,317281.0,0,0,1,0,0,0,0,0,0
The Mexican Bandit,Ray Nance,A Flower Is A Lonesome Thing,2011-04-30,0.0,163314.0,0,0,0,0,0,0,0,0,0
Finding My Way Back to You,Nanoshrine,Finding My Way Back to You,2020-10-31,19.0,132468.0,0,0,0,0,0,0,0,0,0
Go The Distance,nanobii,Go The Distance,2017-09-01,33.0,231861.0,0,0,0,0,0,0,0,0,0
Colors - Live from Capitol Studio A,Black Pumas,Capitol Cuts (Live from Capitol Studio A),2021-10-22,16.0,397482.0,0,0,0,0,0,0,0,0,0
Collapsed In Sunbeams,Arlo Parks,Collapsed In Sunbeams,2021-01-29,37.0,54746.0,0,0,0,0,0,0,0,0,0
Shore,Fleet Foxes,Shore,2020-09-22,30.0,259986.0,0,0,0,0,0,0,0,0,1
Damage,H.E.R.,Damage,2020-10-21,59.0,223414.0,0,1,0,0,0,0,1,0,0
LOST YOU,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,2021-07-09,54.0,177720.0,0,0,0,0,0,0,1,0,0
How Much Can A Heart Take (feat. Yebba),Lucky Daye,Table For Two,2021-02-12,53.0,302240.0,0,1,0,0,0,0,1,0,0
Born Again (feat. Robert Glasper),Leon Bridges,Gold-Diggers Sound,2021-07-23,36.0,223248.0,0,1,0,0,0,0,0,0,0
Bring it on Home to Me (feat. Charlie Bereal),BJ The Chicago Kid,Bring it on Home to Me (feat. Charlie Bereal),2021-04-23,46.0,201600.0,0,0,0,0,0,1,0,1,0
I NEED YOU,Jon Batiste,WE ARE,2021-03-19,50.0,157133.0,0,0,0,0,0,0,0,0,0
Those Good Old Days,Nancy Moran,A Little Off Balance,1991-01-01,0.0,235826.0,0,0,0,0,0,0,0,0,0
Damage Dealer - Original mix,Carlito Nandi,Damage Dealer,2022-04-11,13.0,232500.0,0,0,0,0,0,0,0,0,0
Gold-Diggers (Junior's Fanfare),Leon Bridges,Gold-Diggers Sound,2021-07-23,29.0,41945.0,0,1,0,0,0,0,0,0,0
TEMPORARY HIGHS,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,2021-07-09,34.0,80066.0,0,0,0,0,0,0,1,0,0
Thot Shit,Megan Thee Stallion,Thot Shit,2021-06-11,66.0,184634.0,0,1,0,0,0,0,0,1,0
m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,2021-05-14,76.0,218801.0,0,0,0,0,0,1,0,1,0
Up,Cardi B,Up,2021-02-05,69.0,156944.0,0,1,0,0,0,0,0,1,0
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,80.0,212000.0,0,1,0,0,0,0,0,0,0
Need to Know,Doja Cat,Planet Her,2021-06-25,78.0,210560.0,0,0,0,0,0,0,0,1,0
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,The Off-Season,2021-05-14,73.0,218210.0,0,0,0,0,0,1,0,1,0
Family Ties,Nando Gvni,The 5ive: East End,2020-12-31,0.0,185910.0,0,0,0,0,0,0,0,0,0
Best Friends You and Me,Fancy Nancy - Cast,Disney Junior Music: Fancy Nancy Vol. 2,2020-05-08,23.0,100612.0,0,0,0,0,0,0,0,0,0
camera roll,Kacey Musgraves,star-crossed,2021-09-10,47.0,159320.0,0,1,0,0,0,0,0,0,0
All I Do Is Drive,Jason Isbell,The Ice Road,2021-06-25,30.0,170047.0,0,0,0,0,0,0,0,0,1
Remember Her Name,Mickey Guyton,Celebrating Women 2023,2023-02-17,0.0,178040.0,0,0,0,0,0,0,0,0,0
Forever After All,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),2020-10-23,75.0,232533.0,0,0,0,0,1,0,0,0,0
Drunk (And I Don't Wanna Go Home),Elle King,Drunk (And I Don't Wanna Go Home),2021-02-26,69.0,245625.0,0,0,0,0,0,0,0,0,0
Chasing After You (with Maren Morris),Ryan Hurd,Chasing After You (with Maren Morris),2021-02-12,65.0,207973.0,0,0,0,0,1,0,0,0,0
Glad You Exist,Dan + Shay,Good Things,2021-08-13,62.0,144760.0,0,1,0,0,1,0,0,0,0
If I Didn't Love You,Jason Aldean,MACON,2021-11-12,67.0,212030.0,0,0,0,0,1,0,0,0,0
"One in the Saddle, One on the Ground",Sturgill Simpson,The Ballad of Dood & Juanita,2021-08-20,43.0,195925.0,0,0,0,0,0,0,0,0,0
Skeletons,Brothers Osborne,Skeletons,2020-10-09,46.0,219440.0,0,0,0,0,1,0,0,0,0
Pieces of Forever (Prelude),Laura Sullivan,Pieces of Forever,2021-09-24,27.0,90872.0,0,0,0,0,0,0,0,0,0
Opium Moon: Night,Opium Moon,Night + Day,2021-08-27,4.0,448737.0,0,0,0,0,0,0,0,0,0
An Absence of Hope,Nanaki,The Dying Light,2014,0.0,294413.0,0,0,0,0,0,0,0,0,0
Flor De Lis,Gretchen Parlato,Gretchen Parlato,2005-01-01,21.0,390480.0,0,0,0,0,0,0,0,0,0
Time Traveler,Nnenna Freelon,Time Traveler,2021-05-21,2.0,269786.0,0,0,0,0,0,0,0,0,0
SuperBlue,Kurt Elling,SuperBlue,2021-09-30,20.0,285286.0,0,0,0,0,0,0,0,0,0
Absence,Terence Blanchard,Absence,2021-08-27,12.0,414613.0,0,0,0,0,0,0,0,0,0
Swirling,Sun Ra Arkestra,Swirling,2020-10-30,5.0,461733.0,0,0,0,0,0,0,0,0,0
Waiting for You,Nancy G,On Top of the World,2013,0.0,277786.0,0,1,0,0,0,0,0,0,0
White Noise Help You Sleep and Rest,The Noise Nannies,Rest Easy with White Noise,2023-02-24,0.0,84457.0,0,0,0,0,0,0,0,0,0
(Joyful Heart teaching),Nancy Barlow,A Day With Jesus,2012-02-02,0.0,29813.0,0,0,0,0,0,0,0,0,0
"I lift Up My Voice, Se Yegyewoakyiri, Tete Nyame, Wo ye Tete (Worship Medley)",Pastor Godwin Nana Ofori,Nkanyan (Revival),2022-08-19,0.0,627960.0,0,0,0,0,0,0,0,0,0
"In the Shadow of the Glen: Your Words Are Hard, Old Man",Nancy Van de Vate,"Opera & Music Theater, Vol. 3",2013-10-01,0.0,183826.0,0,0,0,0,0,0,0,0,0
We Winning,Nando,W.I.N.,2013-09-26,0.0,184791.0,0,0,0,0,0,1,0,1,0
Changing Your Story - Live,Jekalyn Carr,Changing Your Story,2020-10-23,27.0,409742.0,0,0,0,0,0,0,0,0,0
Royalty - Live,Tasha Cobbs Leonard,Royalty: Live At The Ryman,2020-09-25,28.0,416554.0,0,0,0,0,0,0,0,0,0
Citizen of Heaven (Live),Tauren Wells,Citizen of Heaven (Live),2021-04-16,21.0,235050.0,0,0,0,0,0,0,0,0,0
The Blessing - Live,Kari Jobe,The Blessing (Live),2020-03-20,58.0,514665.0,0,0,0,0,0,0,0,0,0
No Stranger,Natalie Grant,No Stranger,2020-09-25,21.0,386960.0,0,0,0,0,0,0,0,0,0
Keep On Keeping On,Ernie Haase & Signature Sound,Keeping On,2021-07-23,15.0,219053.0,0,0,0,0,0,0,0,0,0
"That's Gospel, Brother",Gaither Vocal Band,"That's Gospel, Brother",2021-03-19,13.0,178253.0,0,0,0,0,0,0,0,0,0
Vértigo,Pablo Alborán,Vértigo,2020-12-11,34.0,179530.0,0,0,0,0,0,0,0,0,0
Deja,Bomba Estéreo,Deja,2021-09-10,43.0,230893.0,0,0,0,0,0,0,0,0,0
AYAYAY!,Christian Nodal,AYAYAY! (Súper Deluxe),2021-02-26,34.0,130759.0,0,0,0,0,0,0,0,0,0
Sentimiento Original - Live In Peru,Tony Succar,Live In Peru,2021-05-21,27.0,562853.0,0,0,0,0,0,0,0,0,0
Love And Regret,Billy Strings,Renewal,2021-09-24,42.0,255093.0,0,0,0,0,1,0,0,0,0
Nightflyer,Allison Russell,Outside Child,2021-05-21,48.0,295546.0,0,0,0,0,0,0,0,0,1
Same Devil (feat. Brandi Carlile),Brandy Clark,Same Devil (feat. Brandi Carlile),2020-09-23,27.0,187466.0,0,0,0,0,1,0,0,0,0
I Wish I Knew How It Would Feel to Be Free (feat. Bela Fleck),The Blind Boys Of Alabama,I Wish I Knew How It Would Feel to Be Free (feat. Bela Fleck),2021-07-23,9.0,285066.0,0,0,0,0,0,0,0,0,0
BoredApe,Nano,No Relations,2022-06-10,0.0,134767.0,0,0,0,0,0,0,0,0,0
Stand For Myself,Yola,Stand For Myself,2021-07-30,44.0,253253.0,0,0,0,0,0,0,0,0,0
Downhill From Everywhere,Jackson Browne,Downhill From Everywhere,2021-07-23,23.0,344802.0,0,0,1,0,0,0,0,0,1
Music's What I See,Rhonda Vincent,Music Is What I See,2021-05-28,11.0,195893.0,0,0,0,0,0,0,0,0,0
Dark as the Night,The Infamous Stringdusters,A Tribute to Bill Monroe,2021-05-28,6.0,143507.0,0,0,0,0,0,0,0,0,0
Take Me Back,Kim Wilson,Take Me Back,2020-10-12,2.0,162813.0,0,0,0,0,0,0,0,0,0
Be Ready When I Call You,Guy Davis,Be Ready When I Call You,2021-06-04,1.0,312544.0,0,0,0,0,0,0,0,0,0
Traveler’s Suite,Blues Traveler,25,2011-01-01,4.0,1221013.0,0,0,1,0,0,0,0,0,0
100 Years Of Blues,Elvin Bishop,Elvin Bishop's Big Fun Trio,2017-02-10,4.0,295360.0,0,0,0,0,0,0,0,0,0
Fire It Up,Steve Cropper,Fire It Up,2021-04-23,20.0,182620.0,0,0,0,0,0,0,0,0,0
Uncivil War,Shemekia Copeland,Uncivil War,2020-10-23,19.0,285990.0,0,0,0,0,0,0,0,0,0
Royal Tea,Joe Bonamassa,Royal Tea,2020-10-23,24.0,268733.0,0,0,0,0,0,0,0,0,0
Blue Heron,Sarah Jarosz,Blue Heron Suite,2021-05-07,32.0,268080.0,0,0,0,0,0,0,0,0,1
Long Violent History,Tyler Childers,Long Violent History,2020-09-18,50.0,190400.0,0,0,0,0,0,0,0,0,0
Corey's Breakdown,Corey Ledet and His Zydeco Band,Destiny,2013-10-12,0.0,258706.0,0,0,0,0,0,0,0,0,0
My People,Cha Wa,My People,2021-04-02,30.0,230373.0,0,0,0,0,0,0,0,0,0
Bloodstains and Teardrops,Big Chief Monk Boudreaux,Bloodstains & Teardrops,2021-05-21,2.0,257275.0,0,0,0,0,0,0,0,0,0
Fetty Chico and The Mack (feat. Mack 10),Spice 1,The Black Bossalini (aka Dr. Bomb from Da Bay),1997-10-23,18.0,245733.0,0,0,0,0,0,1,0,1,0
Royal Crown,Jesse Gagnon,(mostly) Key Cuts,2010-02-13,0.0,127560.0,0,0,0,0,0,0,0,0,0
Positive Vibration,Gramps Morgan,Positive Vibration,2021-07-23,18.0,195853.0,0,0,0,0,0,0,0,0,0
Pamoja,Etana,Pamoja,2021-06-25,6.0,225671.0,0,0,0,0,0,0,0,0,0
Essence (feat. Tems),Wizkid,Made In Lagos,2020-10-29,70.0,248040.0,0,0,0,0,0,1,0,1,0
Blewu,Yo-Yo Ma,Notes for the Future,2021-09-10,19.0,171361.0,0,0,0,0,0,0,0,0,0
Pà Pá Pà,Femi Kuti,Legacy +,2021-02-04,8.0,202093.0,0,0,0,0,0,0,0,0,0
Do Yourself,Angelique Kidjo,Mother Nature,2021-06-18,26.0,242906.0,0,0,0,0,0,0,0,0,0
Crayon Kids,Lucky Diaz and the Family Jam Band,Crayon Kids,2021-06-25,6.0,271713.0,0,0,0,0,0,0,0,0,0
Black To The Future,Pierce Freelon,Black to the Future,2021-04-30,0.0,215317.0,0,0,0,0,0,0,0,0,0
50th Anniversary of the Selma March & A More Perfect Union Speeches: Excerpt 1,Barack Obama,Bound for the Promised Land,2019-12-01,0.0,80026.0,0,0,0,0,0,1,0,1,0
8:46,Dave Chappelle,8: 46,2021-09-03,20.0,1562927.0,0,0,0,0,0,0,0,0,0
The Lavell Crawford,Lavell Crawford,The Comedy Vaccine,2021-09-24,9.0,292839.0,0,0,0,0,0,0,0,0,0
Party in the Heights,Moniere Nance,Beats Heart Love,2012-03-05,0.0,246933.0,0,0,0,0,0,0,0,0,0
Respect,Jennifer Hudson,RESPECT (Original Motion Picture Soundtrack),2021-08-13,35.0,222784.0,0,0,0,0,0,0,1,0,0
Dune Buggy,The Nannys,Hollywood Drive In,2014-12-19,0.0,194386.0,0,0,0,0,0,0,0,0,0
Black Is Beautiful,Nancy Wilson,The Sound Of Nancy Wilson,1968-09-01,1.0,254666.0,0,0,0,0,0,0,0,0,0
Infinite Love,Nancy Krebs,One Heart At A Time,2003,0.0,220440.0,0,0,0,0,0,0,0,0,0
Eleanor Rigby,Nana Mouskouri,Nana Mouskouri sings The Beatles,2022-03-18,14.0,253906.0,0,0,0,0,0,0,0,0,0
The Christmas Song (Chestnuts Roasting on an Open Fire),Nancy Girard,"All These Years, Vol. VI (Christmas Long Ago)",2019-11-29,0.0,194000.0,0,0,0,0,0,0,0,0,0
I Believe A Change Is Gonna Come,Nandes,I Believe A Change Is Gonna Come,2021-01-20,0.0,276011.0,0,0,0,0,0,0,0,0,0
Dawn,Elijah Nang,Gaijin II Tale of Rai,2020-05-15,9.0,229090.0,0,0,0,0,0,0,0,0,0
Hey what are you doing,Nancy Mareen,Originals,2008-01-01,0.0,235013.0,0,0,0,0,0,0,0,0,0
Cinema,Gianna Nannini,Amore gigante,2017-10-27,24.0,200960.0,0,0,0,0,0,0,0,0,0
Fine Line,Nancy Burke,The Valley,2022-08-31,0.0,105586.0,0,0,0,0,0,0,0,0,0
Amdub Clique,Killa Nan Aka Nanny Devito,Nanny DeVito Aka Killa Nan Presents Alaska's Most Wanted,2020-02-12,0.0,355405.0,0,0,0,0,0,0,0,0,0
The Anime Archetypes Song,Nancy Kepner,Songs for Senpai,2018-04-04,0.0,160533.0,0,0,0,0,0,0,0,0,0
It's a Long Way to the Top,Nantucket,Long Way To The Top,1980-01-01,11.0,259680.0,0,0,0,0,0,0,0,0,0
Les bruits de Paris,Nanda,Mon premier Pick-up,2007-01-01,0.0,198093.0,0,0,0,0,0,0,0,0,0
Cellphone Out of Power,Fed Nance,Cellphone Out of Power,2022-07-22,7.0,131663.0,0,0,0,0,0,0,0,0,0
Confessions,J Nanks,Confessions,2019-02-14,26.0,161951.0,0,0,0,0,0,0,0,0,0
6 ROLE PLAYS IN 9 MINUTES Pt.1,Nanou ASMR,6 ROLE PLAYS IN 9 MINUTES,2022-07-26,18.0,272947.0,0,0,0,0,0,0,0,0,0
good 4 u,Olivia Rodrigo,SOUR,2021-05-21,82.0,178146.0,0,1,0,0,0,0,0,0,0
Look Who’s Inside Again,Bo Burnham,INSIDE,2021-06-10,68.0,83421.0,0,0,0,0,0,0,0,0,0
everything i wanted,Billie Eilish,everything i wanted,2019-11-13,81.0,245425.0,1,0,0,0,0,0,0,0,0
I Can't Breathe,Nana K Music,I Can't Breathe,2020-06-06,0.0,213211.0,1,0,0,0,0,0,0,0,0
Watermelon Sugar,Harry Styles,Fine Line,2019-12-13,85.0,174000.0,1,1,0,0,0,0,0,0,0
Rain On Me (with Ariana Grande),Lady Gaga,Chromatica,2020-05-29,73.0,182200.0,1,1,0,0,0,0,0,0,0
Future Nostalgia,Dua Lipa,Boys Don't Cry - Retro Wave,2023-02-20,0.0,184881.0,1,1,0,0,0,0,0,1,0
10%,KAYTRANADA,BUBBA,2019-12-13,64.0,186680.0,1,0,0,0,0,0,0,0,0
Even Us - Live,Snarky Puppy,Live at the Royal Albert Hall,2020-03-13,22.0,492000.0,1,0,0,0,0,0,0,0,0
Shameika,Fiona Apple,Fetch The Bolt Cutters,2020-04-17,46.0,248603.0,1,0,0,0,0,0,0,0,0
Bum-Rush,Body Count,Carnivore,2020-03-06,25.0,203560.0,1,0,0,0,0,0,0,0,0
Stay High,Graham Nancarrow and The Goddamn Saints,Stay High,2020-06-05,1.0,242967.0,1,0,0,0,0,0,0,0,0
The Adults Are Talking,The Strokes,The New Abnormal,2020-04-10,75.0,309053.0,1,0,1,0,0,0,0,0,0
Fetch The Bolt Cutters,Fiona Apple,Fetch The Bolt Cutters,2020-04-17,45.0,298457.0,1,0,0,0,0,0,0,0,0
BLACK PARADE,Beyoncé,BLACK PARADE,2020-06-19,51.0,281272.0,1,1,0,0,0,0,1,0,0
Anything For You,Ledisi,The Wild Card,2020-08-28,46.0,257013.0,1,0,0,0,0,0,1,0,0
It Is What It Is,Thundercat,It Is What It Is,2020-04-03,37.0,302951.0,1,0,0,0,0,0,0,0,0
Bigger Love,John Legend,Bigger Love,2020-06-19,39.0,170026.0,1,1,0,0,0,0,1,0,0
Savage,Megan Thee Stallion,Suga,2020-03-06,66.0,155497.0,1,1,0,0,0,0,0,1,0
Lockdown,Anderson .Paak,Lockdown,2020-06-19,51.0,212613.0,1,1,0,0,0,0,0,0,0
King's Disease,Nas,King's Disease,2020-08-21,39.0,111430.0,1,1,0,0,0,0,1,1,0
When My Amy Prays,Vince Gill,Okie,2019-08-23,25.0,235746.0,1,0,0,0,1,0,0,0,0
"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",2019-10-04,73.0,167693.0,1,1,0,0,1,0,0,0,0
All My Tomorrows,Nancy Wilson,"Yesterday's Love Songs, Today's Blues (Expanded Edition)",1963,16.0,165133.0,1,0,0,0,0,0,0,0,0
Four Questions,Arturo O'Farrill,Four Questions,2020-04-10,1.0,973960.0,1,0,0,0,0,0,0,0,0
Moving On,Nanu,Moving On,2020-09-18,6.0,240000.0,1,0,0,0,0,0,0,0,0
Jesus Is Lord,Kanye West,JESUS IS KING,2019-10-25,51.0,49292.0,1,0,0,0,0,0,0,1,0
Gente en la Calle (feat. Lali),Fito Paez,La Conquista del Espacio,2020-03-13,45.0,239808.0,1,0,0,0,0,0,0,0,0
Un Derecho de Nacimiento,Natalia Lafourcade,"Un Canto por México, Vol. 1",2020-05-08,36.0,321120.0,1,0,0,0,0,0,0,0,0
I Remember Everything,John Prine,I Remember Everything,2020-06-11,48.0,163413.0,1,0,0,0,0,0,0,0,1
Long Journey Home,Billy Strings,Me / And / Dad,2022-11-18,46.0,177453.0,1,0,0,0,1,0,0,0,0
